faan-00100	 “400,000 manufacturing jobs have been lost in Canada since 2004 … 50,000 just in the auto sector alone.”	factscan score: true	http://factscan.ca/nathan-cullen-400000-manufacturing-jobs-have-been-lost-in-canada-since-2004-50000-just-in-the-auto-sector-alone/	Nathan Cullen said that since 2004, 400,000 manufacturing jobs were lost in Canada, 50,000 of those in the automotive sector. This is true, and part of a trend that is not confined to Canada.	None	Nathan Cullen	None	None	None	2015-03-11	uary 14, 2015	['Canada']
faan-00099	 “The OECD has said that Canada is the third worst country in the world for crappy jobs.”	factscan score: false	http://factscan.ca/ralph-goodale-the-oecd-has-said-that-canada-is-the-third-worst-country-in-the-world-for-crappy-jobs/	Liberal MP Ralph Goodale said the OECD listed Canada as the third worst country in the world for “crappy jobs.” This is false. The rank comes from Morgan Stanley economists. The OECD uses a more comprehensive analysis of job quality where Canada scored middle of the pack.	None	Ralph Goodale	None	None	None	2015-03-15	uary 26, 2015	['Canada']
faan-00068	 “On July 20 the biggest single benefit in Cdn history will be distributed to families across Cda.”	factscan score: false	http://factscan.ca/stephen-harper-biggest-single-benefit/	The UCCB money totalling $3 billion delivered in July is not the biggest individual payment, total payment, or even same-day payment in the history of Canadian benefits.	None	Stephen Harper	None	None	None	2015-08-07	July 14, 2015	['None']
faan-00013	 “Omar Khadr didn’t apologize.”	factscan score: false	http://factscan.ca/conservative-party-omar-khadr-apology/	Omar Khadr apologized to the widow of Christopher Speer, the U.S. soldier killed in Afghanistan in a disputed firefight, at a military commission trial in Guantanamo Bay in 2010. More recently, he apologized to the Speer family for any pain caused by talk of a settlement with the Canadian government. 	None	Conservative Party	None	None	None	2017-07-27	 July 7, 2017	['None']
faan-00105	 “You have to commit a criminal offence” to fall within the scope of C-51 powers	factscan score: false	http://factscan.ca/daryl-kramp-you-have-to-commit-a-criminal-offence-to-fall-within-the-scope-of-c-51-powers/	According to Daryl Kramp, only criminal offences fall within the scope of the government’s proposed anti-terrorism bill. That’s not what the bill says.	None	Daryl Kramp	None	None	None	2015-02-27	uary 20, 2015	['None']
faan-00021	 Canada’s emissions target is “incompatible with the Paris Agreement”	factscan score: misleading	http://factscan.ca/elizabeth-may-incompatible-target/	Canada’s target is allowed by the terms of the agreement. But to meet the agreement’s goal of limiting global temperature rise to 2 degrees Celsius or less, Canada and all countries combined need higher targets.	None	Elizabeth May	None	None	None	2017-04-02	mber 19, 2016	['Canada']
faan-00075	 “By denying climate change, [Stephen Harper] denied Canadians opportunity.”	factscan score: false	http://factscan.ca/justin-trudeau-by-denying-climate-change-stephen-harper-denied-canadians-opportunity/	Harper is not a climate change denier. The prime minister has made multiple statements over his time in office calling climate change real and urgent. 	None	Justin Trudeau	None	None	None	2015-07-09	June 30, 2015	['Stephen_Harper', 'Canada']
faan-00015	 The Canada Child Benefit “has lifted hundreds of thousands of children out of poverty.”	factscan score: misleading	http://factscan.ca/ginette-petitpas-taylor-ccb/	The number of children lifted out of poverty by the Canada Child Benefit won’t be known until late 2017 or early 2018.	None	Ginette Petitpas Taylor	None	None	None	2017-07-23	June 19, 2017	['None']
faan-00046	 “Harper reportedly held just three press conferences in the theatre.”	factscan score: false	http://factscan.ca/huffington-post-three-press-conferences/	Stephen Harper used the National Press Theatre seven times between 2006 and 2009, not three, as reported by the Huffington Post.	None	The Huffington Post Canada	None	None	None	2015-10-26	None	['None']
faan-00017	 “Detain, question, and return – it’s that simple.”	factscan score: misleading	http://factscan.ca/kellie-leitch-detain-question-and-return/	Under Canadian law, it’s not always possible to detain or remove irregular border crossers from Canada. Detention and removal can happen, but with many steps in between. It’s not so simple as “detain, question, and return.”	None	Kellie Leitch	None	None	None	2017-05-30	pril 14, 2017	['None']
faan-00027	 Young women “account for a shocking 74 per cent of all new HIV infections among adolescents in Africa.”	factscan score: true	http://factscan.ca/justin-trudeau-young-women-hiv-infections/	Data from UNAIDS and UNICEF shows that young girls aged 10 to 19 in sub-Saharan Africa are significantly more vulnerable to HIV infection than their male peers due to a variety of economic and gender-related factors.	None	Justin Trudeau	None	None	None	2016-09-10	gust 25, 2016	['Africa']
faan-00073	 “The Conservatives’ decision to raise the eligibility age for old age security and the guaranteed income supplement to 67 … will cost our most vulnerable seniors $32,000.”	factscan score: true	http://factscan.ca/dominic-leblanc-old-age-security/	At the current maximum payout rates, two lost years of OAS and GIS could cost roughly $32,000.	None	Dominic LeBlanc	None	None	None	2015-07-15	 May 26, 2015	['None']
faan-00080	 Canada’s federal corporate tax rate is “about 12, 13 [per cent].”	factscan score: false	http://factscan.ca/tom-mulcair-canadas-federal-corporate-tax-rate/	Canada’s corporate tax rate is 15 per cent. Mulcair was off by 2-3 per cent, and later acknowledged his mistake. 	None	Tom Mulcair	None	None	None	2015-06-19	June 17, 2015	['Canada']
faan-00066	 “Back in 2008, Mr. Harper was misleading. He said that we were not in a recession and in fact it turned out we were in the worst recession since the 1920s.”	factscan score: misleading	http://factscan.ca/tom-mulcair-mr-harper-was-misleading/	Stephen Harper said Canada was not in recession as late as October 2008, but changed his outlook by the end of November 2008. The start date of the 2008 global recession in Canada is pegged at sometime between October 2008 and March 2009. Depending on the analysis, the denial came just before or right at the start of the recession.	None	Tom Mulcair	None	None	None	2015-08-19	ugust 6, 2015	['Stephen_Harper']
faan-00104	 Flaherty told Ontarians they had “no one to blame but themselves” for losing manufacturing jobs	factscan score: false	http://factscan.ca/justin-trudeau-flaherty-told-ontarians-they-had-no-one-to-blame-but-themselves-for-losing-manufacturing-jobs/	Justin Trudeau used a statement by Jim Flaherty out of context to suggest the then-finance minister blamed Ontarians for the province losing manufacturing jobs. Flaherty said no such thing.	None	Justin Trudeau	None	None	None	2015-03-04	uary 20, 2015	['None']
faan-00048	 “This Prime Minister has the worst rate of export growth of any prime minister since World War II.”	factscan score: misleading	http://factscan.ca/justin-trudeau-worst-rate-of-export-growth/	It is true Stephen Harper’s government saw the lowest average annual growth in exports since 1946. But this is not the same thing as finding he is at fault for that record. A few experts argue he is not.	None	Justin Trudeau	None	None	None	2015-10-19	mber 28, 2015	['None']
faan-00093	 “We have aircraft strafing” in Iraq	factscan score: false	http://factscan.ca/tom-mulcair-we-have-aircraft-strafing-in-iraq/	Canadian aircraft did not engage in strafing in Iraq as Mulcair claimed. They dropped bombs, but did not engage in the more dangerous act of flying low to fire on ground targets known as strafing.	None	Tom Mulcair	None	None	None	2015-04-25	arch 24, 2015	['None']
faan-00010	 “In total, this week’s trip has yielded more than $1 billion in investment between Canada and India.”	factscan score: false	http://factscan.ca/justin-trudeau-1-billion/	The agreements totaling $1 billion did not happen because of Justin Trudeau’s week-long trip to India. Some investment announcements coincided with the trip, but the deals behind the majority of the investment figure were signed or proposed weeks to months before. Plus, attributing long-term investment to a single state visit is shaky logic. 	None	Justin Trudeau	None	None	None	2018-03-11	uary 22, 2018	['Canada', 'India']
